Notícia,Veredito
"COBAIA DO DÓRIA QUE TOMOU A VACINA. “Comecei a me sentir indisposta, enorme moleza no corpo, muito sono, cansaço e febre de 38 graus,",Falso
"A cobaia do Doria que tomou a vacina, relato de carioca sobre reações adversas nos testes da Coronavac",Falso
"Voluntária vacinada com CoronaVac, vacina da empresa chinesa, apresentou febre e dor no corpo",Falso
A cobaia do Dória que tomou a vacina,Falso
"A COVID 19 JAMAIS PASSARÁ PERTO DE VC, TODOS OS DIAS CHUPE DUAS LARANJAS COM O BAGUE E TUDO, DUAS VEZES AO DIA COLOQUE UM DEDO DE MEL EM UMA XÍCARA E ESPREMA DOIS LIMÕES E BEBA. E SE POR VENTURA VC SE SENTIR FEBRIL, COM DOR NO CORPO, GRIPADO. TOME AZITROMICINA... ESSA É A CURA SEM PRECISAR DE HOSPITAL!",Falso
"Monja Coen: Queridos, se conhecerem alguém que como eu está sem convênio e tiver algum sintoma da Covid 19 (tosse, febre, falta de ar, dor de garganta) eu indico entrar na plataforma do Missão Covid.",Falso
"“AVISO URGENTE Quem mora na cidade de São Paulo e que apresentar sintomas gripais e febre deverá ligar para 156 e informar, pois serão enviados à residência da pessoa profissionais da área da saúde para coletar sangue",Falso
Prefeitura agenda coleta de sangue para teste de coronavírus pelo número 156,Falso
"Quando tiver febre e / ou tosse e ir ao hospital, os pulmões geralmente têm 50% de fibrose e é tarde demais!",Falso
"CONSELHOS EXCELENTES SÉRIOS por médicos japoneses que tratam casos de COVID-19. Todos devem garantir que sua boca e garganta estejam úmidas, nunca SECA. Tome alguns goles de água a cada 15 minutos, pelo menos. PORQUE? Mesmo que o vírus entre em sua boca ... beber água ou outros líquidos os lavará pelo esôfago e pelo estômago. Uma vez lá na barriga ... seu ácido do estômago matará todo o vírus. Se você não beber água suficiente com mais regularidade ... o vírus pode entrar nas traquéias e nos PULMÕES. Isso é muito perigoso",Falso
"O novo coronavírus pode não mostrar sinais de infecção por muitos dias, como saber se está infectado. Quando tiver febre e / ou tosse e ir ao hospital, os pulmões geralmente têm 50% de fibrose e é tarde demais",Falso
A dose fracionada da vacina da febre amarela protege.,Falso
'Está havendo uma campanha de vacinação contra a febre amarela porque o governo está com estoque alto e não quer deixar vencer. É preciso garantir o lucro da indústria farmacêutica.',Falso
"'O própolis entra na corrente sanguínea, o cheiro é exalado e os mosquitos não picam.'",Falso
"'Grande parcela da população brasileira é imune ao vírus da febre amarela, por já ter contraído a doença anteriormente.'",Falso
'A vacina da febre amarela contém um porcentual absurdo de mercúrio.',Falso
“TEMPO PARA ELABORAÇÃO DE CADA VACINA (...) febre tifoide (...) 105 anos (...) COVID-19 (...) 5 meses”,Verdadeiro
"""Desmaios e febre alta são alguns dos efeitos secundários que foram r......",Verdadeiro
Vídeo mostra tênia sendo retirada pela boca de paciente.,Falso
"Gente, cuidado com o pimentão. Esse verme chama Simla Mirch. Um novo verme que vive em áreas molhadas do corpo também pode causar dor e até vir a matar, eventualmente..",Falso
"Muito cuidado com Simla Mirch. Um novo tipo de verme encontrado em pimentões. Corte, e verifique antes de cozinhar (...) O simla mirch ataca seu corpo e vive em áreas molhadas do corpo pode causar dor até mesmo morte eventualmente",Falso
Está a ser partilhada nas redes sociais uma imagem de António Costa a......,Verdadeiro
"Boatos correm pelos corredores que os banheiro químicos estouraram e sim amigos, a lama em que vossos pezinhos de chinelo sambaram na vdd era cocô. 14 casos de esquistossomose kkk",Falso
Surto de esquistossomose em jovens universitários preocupa autoridades Já são mais de 30 casos de estudantes que foram afetados pela “barrida d’água”; suspeita é de vazamento de fezes de banheiros químicos,Falso
"Pedi com os olhos cheios de lágrimas para o Ministro da Agricultura o envio de veterinários para cuidar dos animais que estavam sendo esquecidos, ele disponibilizou cerca de 100 médicos veterinários que já estão em Brumadinho dando auxílio (...)",Falso
"""Antes de uma tourada, os olhos são esfregados com vaselina para desfocar a sua vista; enfiado algodão nas narinas para lhe tornar difícil a respiração e lhe é colocada uma agulha no meio dos genitais""",Falso
"Assim, lavar as mãos frequentemente é muito importante é eficaz. Mas, deve-se evitar coçar os olhos ou nariz pois ele se propaga fácil",Verdadeiro
"Bernie Sanders já tem os olhos postos nas eleições de 2020, mas a cam......",Verdadeiro
Maior pedra retirada de um rins no Hospital Getúlio Vargas em Recife Pernambuco. Pedra com 2 kilos e 300 gramas,Falso
Vinte e três pessoas já passaram pelo Hospital das Clínicas com um mesmo sintoma: falta de atividade renal e o aparecimento de tumores no reto. Todos os internados relataram o começo das dores e a conseqüente internação após ingerirem altas doses de Skol.,Falso
"Com este remédio caseiro de apenas dois ingredientes vai emagrecer, eliminar o inchaço e limpar o fígado e rins em poucos dias.",Falso
"Água gelada causa ataque cardíaco, problemas no fígado e no estômago",Falso
Você já tinha ouvido falar de alguma vez na história do Brasil de apreensão de ouro ou diamante de garimpo?,Falso
Furar os dedos e a orelha de uma vítima de um Acidente Vascular Cerebral (AVC) com uma agulha pode salvar a sua vida,Falso
"""Ao contrário do que muitas vezes tenho ouvido dizer, não é verdade q......",Verdadeiro
Simpsons previram coronavírus em 1993,Falso
Teoria que está a ser partilhada nas redes sociais garante que a util......,Falso
O cotonete de grandes dimensões que é usado para fazer a recolha de s......,Falso
Teste para diagnosticar covid-19 pode causar inflamação no cérebro,Falso
"O exame para detecção de COVID-19 com swab nasal pode comprometer a barreira hematoencefálica, provocando uma inflamação no cérebro",Falso
Exame para detecção da Covid-19 danifica barreira hematoencefálica e pode causar inflamação do cérebro,Falso
"Esta doença parece ser causada pela fusão do gene entre uma cobra e um morcego, e adquiriu a capacidade de infectar mamíferos, incluindo humanos",Falso
"O professor Chen Horin, CEO do Hospital Militar de Pequim, disse: ‘Fatias de limão em um copo de água morna podem salvar sua vida’ (...) Limão quente pode matar células cancerígenas!",Falso
"Por favor, use o máximo de * vitamina C natural possível * para fortalecer seu sistema imunológico",Falso
"Quando você achar que é um idiota, olhe essa imagem",Falso
“Sabe aquele calorzinho no nariz? É o seu próprio CO2”,Verdadeiro
Um spray nasal à base de cocaína será em breve comercializado nos Est......,Verdadeiro
"Conteúdo verificado: Post no Twitter e no Facebook mostra uma imagem em que o governador de São Paulo, João Doria, é vacinado no braço esquerdo e questiona o fato de ele e a médica não usarem máscara",Falso
"Dono da rede Atacadão Carrefour… Ê isso, pra quem ainda não entendeu que saúde e economia andam de braços dados. Se te faltar dinheiro pra comer, comprar remédios,...enfim viver, vc morre.",Falso
"""Essa mensagem foi recebida no Centro Tupyara (Centro especializado em curas): Amanhã às 19 HS coloque um pedaço de esparadrapo no braço esquerdo na altura de aplicação de vacina",Falso
"Bruno Maranhão, um dos líderes fortes do MST, foi preso com um avião, carregado de drogas, armas e muita grana, braço direito de LULA nas invasões de terra pelo Brasil.",Falso
Publicação que mostra uma imagem de um bebé sem pernas e sem braços -......,Falso
"Bruno Maranhão, um dos líderes fortes do MST, foi preso com um avião carregado de drogas armas e grana, braço direito de lula nas invasões de terra. Direitos Humanos e agora?. SE A GLOBO NAO MOSTRA A GENTE DIVULGA E VIRALIZA.",Falso
"Mais um ""inocente"" deixa a prisão após a decisão do STF em derrubar a prisão em 2 instância.",Falso
"Já já vai sair o pobre coitado do Roger Abdelmassih que só estuprou 37. Nada demais né !? Esqueçam a p... do Lula e Bolsonaro, essa m... toda vai além da política !!",Falso
"O Nardoni !? Nada demais, só matou uma criança! Mais um inocente na rua, parabéns ao STF …",Falso
POLÍCIA FEDERAL E FORÇA TAREFA CONFISCAM TRÊS FAZENDAS NO PARAGUAI DO LÍDER DO MST E BRAÇO DIREITO DE LULA.,Falso
"Queremos saber quem são os beneficiários efetivos da compradora da GNB Vida, que ficou com a seguradora por 123 milhões (…) estamos a falar de um negócio que envolve um corrupto (…) o contrato, com um novo desconto, tem como administrador o braço direito de Greg Lindberg",Falso
"UM MAR VERMELHO DE GENTE, NO FESTIVAL LULA LIVRE! VOLTEI RECIFE, FOI A SAÚDADE QUE ME TROUXE PELO BRAÇO!",Verdadeiro
"""Cracuda"" da Mangueira que viralizou no Twitter mostrando os seios era fisioterapeuta, modelo de corpo e morava na Tijuca. Começou com cocaína e chegou no estado que se encontra.",Falso
Estudos publicados recentemente encontraram a presença de ACE-2 – o r......,Verdadeiro
Em audição conjunta da Comissão da Saúde e da Comissão de Orçamento e......,Falso
"""Somos o país mais desigual da Europa, não estamos a conseguir lutar contra as desigualdades""",Falso
"A ministra do Mar, Ana Paula Vitorino, em audição na Comissão Parlame......",Verdadeiro
Na audição de ontem na Comissão de Orçamento e Finanças na Assembleia......,Verdadeiro
Uma suposta neurologista alemã partilhou um vídeo no qual afirma que ......,Falso
"Sabe esse “cotonetão” que estão usando para testar covid? Então… “O local em que eles estão ""obtendo uma amostra"" para o teste Covid-19 é chamado de Barreira Sangue-Cerebral.",Falso
"A revista americana Forbes (responsável por divulgar a lista das pessoas mais ricas do mundo) fez uma matéria especial sobre GeniuX, chamando-o de ‘Viagra para o cérebro",Falso
"Gostei de ver o nome dessa Igreja: “QUADRANGULAR DO TRIÂNGULO REDONDO”! - Não ê “sui generis”??!! Estágio Final ,depois de estocar o vento , saudar a mandioca vem ai, nova aquisição da Dilma . quadrangular do triângulo redondo e retangular fica nosso cérebro kkkk Taí,Dilma fundou uma Igreja... Quadrangular do triangulo Redondo",Falso
Há quem diga que foi Einstein quem inventou a tese de que apenas uma ......,Falso
"“Dra. Margareta Griesz-Brisson MD, PhD é Neurologista Consultora e Neurofisiologia com PhD em Farmacologia, com interesse especial em neuro-toxicologia, medicina ambiental, neuro-rregeneração e neuro-plasticidade. Isso é o que ela tem a dizer sobre as máscaras e seus efeitos em nossos cérebros.”",Falso
"""Chamaram-lhe “ressonância magnética do amor” porque representaria o laço entre um bebé e a mãe. Porém, o que está representado em cada cérebro pertence a outro estudo. Foto é uma sobreposição.""",Falso
Os sintomas da Covid-19 são variados e atingem diferentes partes do o......,Verdadeiro
É do conhecimento geral que o vírus que diariamente mata milhares de ......,Verdadeiro
Há muitos anos que ouvimos dizer que ler faz bem e que ajuda a manter......,Verdadeiro
"Em Portugal, as doenças articulares ainda são tratadas com medicamentos obsoletos e ineficazes.",Falso
Quase dois meses depois de ter perdido por 230 votos a primeira votaç......,Verdadeiro
"O Covid-19 se liga ao Oxigênio - portanto - a qualidade do sangue fica ruim, com menos oxigênio",Falso
“O uso de máscara faz você respirar o gás que se expirou. Isso aumenta a acidez no sangue e baixa o sistema imunológico”,Falso
"Se antes de a gente colocar a máscara, a gente fizer uma oximetria, vai saturar 92. Vinte minutos de máscara, volta e faz a oximetria, você vai estar com 86.",Falso
“A máscara faz perder 20% do oxigênio no sangue e acidifica-o por causa do CO2 re-injetado a cada respiração. Perigo de usar uma máscara ao dirigir. Mas o povo manipulado pela mídia podre não quer acordar!!!,Falso
“Por que todos estão usando máscaras? Se até na caixa diz que elas não protegem contra covid-19 e outros vírus…”,Falso
Máscaras acidificam o sangue e cloroquina cura novo coronavírus,Falso
Uso prolongado de máscaras acidificam o sangue,Falso
O Santo Papa Francisco pediu a todos que repitam esta oração na mente: Estou vacinado com o Sangue de Cristo: nenhum vírus pode tocar-me!,Falso
Vamos assinar a petição pelo fechamento do Congresso Nacional. Chega desses sangue-sugas que só se importam com o próprio bolso atrasando nossa nação. FORA TODOS!,Falso
Mensagem propagada no Whatsapp informa que um segurança do Hospital B......,Falso
“Homem faz tratamento com o próprio sangue (auto-hemoterapia) e se cura do coronavírus”.,Falso
Vítima do coronavírus foi curado com seu próprio sangue fazendo Auto-hemoterapia.,Falso
"A gente coleta o sangue em todos os frigorífico aí, carrega da Friboi e outros frigorífico aí. O Sangue de boi, eles torram ele e mói e põe a vaca junto com o café, para dar peso e volume.",Falso
ATÉ A ÚLTIMA GOTA DE SANGUE. Um cientista de Phoenix - Arizona queria provar essa teoria e precisava de um voluntário que chegasse às últimas consequências.,Falso
"Extrema- esquerda ateia fogo em banco de sangue no Chile, crime contra humanidade condenado no tratado Viena",Falso
"Diante de uma eventual picada de escorpião, aplicar gelo para atrasar a circulação de sangue",Falso
"O uso da máscara de forma abusiva e sem sustentação científica, pode vir a causar a hipercapnia ou seja o efeito de acumulação de excesso de CO2 na circulação sanguínea por falta de oxigenação adequada.",Falso
"Barack Obama disse: ""[Serei] cúmplice de não denunciar esse ato malvado que querem fazer com o povo africano. Acima de tudo, eu nasci na América mas sou africano de sangue, não vou permitir que o Ocidente mate o povo africano com os seus testes em vacinas tóxicas.""",Falso
"Cada um sabe de sua vida e de sua situação. Então, não julgue! Me irrita essa frase 'estamos no mesmo barco'. Não, não estamos. Não seja ridículo. Estamos na mesma tempestade, mas não no mesmo barco. O seu barco pode afundar.. e o meu não, e vice versa. Pra alguns a quarentena tá sendo ótima! Momento de reconexão.. trabalho tá indo suave, etc...Para alguns tá sendo uma crise! (...) Por isso neste momento é muito importante enxergar além do que se vê. Enxergar além de partido político, além de religião, além do próprio umbigo... não menospreze a dor do outro porque você não a sente, não julgue a vida boa do outro porque você não sabe o que ele passou pra chegar lá... simplesmente não julguem. Julguemos menos. Tanto o que não tem, quanto o que tem de sobra. Tanto o que quer voltar trabalhar, quanto o que quer ficar em casa. Afinal.. estamos em barcos diferentes irmão! Fale por você... Pe Fabio de Melo",Falso
"O vírus corona, antes de atingir os pulmões, permanece na garganta por quatro dias e, nesse momento, a pessoa começa a tossir e a ter dores de garganta. Se ele bebe muita água e gargareja com água morna, sal ou vinagre, elimina o vírus.",Falso
O fato já está confirmado: Vinte e três pessoas já passaram pelo Hospital das Clínicas Todos os internados relataram o começo das dores e a conseqüente internação após ingerirem altas doses de desses refrigerantes.,Falso
"Urgente!!! Ministro da Casa Civil Ônix Lorenzoni pede para o povo de Deus orar pelo nosso presidente pois ele se encontra com fortes dores, principalmente nos pés. Vamos interceder",Falso
Gente cuidado com o pimentão..esse verme chama Simla Mirch..um novo verme que vive em áreas molhada do corpo tbém..pode causar dor e até vir a matar eventualmente..,Falso
Este vídeo mostra a dor sentida por um feto durante um aborto,Falso
"Não é 'O Grito', de Munch. É o grito e a dor do Brasil [pelo rompimento de barragens] (imagem)",Falso
"""Crianças com dores de cabeça ao fim de um dia respirando através de uma máscara (sintomas de hipoxia), professoras a sentirem-se mal durante o decorrer das aulas com falta de ar, arritmias, fadiga extrema (todos sintomas de hipoxia)""",Falso
“Zaragatoas podem causar dano nos neurónios”,Falso
"“O vírus corona, antes de atingir os pulmões, permanece na garganta por quatro dias e, nesse momento, a pessoa começa a tossir e a ter dores de garganta. Se ela bebe muita água e gargareja com água morna, sal ou vinagre, elimina o vírus.”",Falso
Está a propagar-se viralmente nas redes sociais uma imagem na qual se......,Verdadeiro
"Cloroquina só é usada desde 1918, o que fizeram foi genocídio e alguém tem de pagar por isso!",Falso
"Rui Costa, da Bahia, recolheu das farmácias mais de 40.000 comprimidos de hidroxicloroquina",Falso
"ATENÇÃO, ALERTA!!!! Quem estiver contaminado com covid-19 e pedir para ser tratado com Hidroxicloroquina, e o médico se recusar ou mesmo o hospital não permitir, peça a um familiar ir a uma delegacia e fazer um boletim de ocorrência. De posse do mesmo, volte ao hospital apresente-o ao médico e peça o documento de autorização para assinar. Se este médico se recusar a fazer a receita vá ao ministério público e peça a cassação imediata do CRM deste médico. Governadores e prefeitos estão praticando genocídio ao recolher os medicamentos das farmácias e proibir seu uso. Todas as pessoas tem o Direito de defender sua própria vida",Falso
Bolsonaro diz que idoso só presta pra gastar na farmácia. Bolsonaro se referiu de modo deselegante aos idosos durante café da manhã com apoiadores,Falso
Doria mandou recolher cloroquina e hidroxicloroquina de farmácias do Estado de São Paulo,Falso
"Governador do Rio de Janeiro, Wilson Witzel, mandou recolher o remédio ivermectina das farmácias",Falso
94% dos medicamentos de uso contínuo são disponíveis nas farmácias municipais de São Paulo [capital],Falso
Temer oficializa fim do projeto Farmácia Popular,Falso
“BRASIL ALERTA URGENTE. Se liga galera. A China comunista agora está nos enviando raízes e ervas envenenadas pra terminar de assassinar a população terrestre”,Falso
Presidente de Madagáscar denúncia que a OMS ofereceu um suborno de $ 20 milhões de dólares para envenenar a cura COVID-19 baseada na planta,Falso
Erva-doce previne contra coronavírus,Falso
PT faz campanha com fotos de Lula em embalagem de maconha,Falso
"“No primeiro pedaço, você já vê o Papai Noel… No segundo, bate um bom papo com os Duendes… No terceiro, é você quem desce na chaminé… Ho Ho Ho…”",Falso
OMS retirou maconha da lista de drogas,Falso
A OMS removeu a maconha da categoria de drogas,Falso
"Coronavírus: Após estudo realizado nos Estados Unidos, pesquisadores afirmam: “Pessoas que fazem uso da maconha, estão imunes ao Covid-19.”.",Falso
"Não destinaremos recursos financeiros para o Carnaval, Parada gay, marcha da maconha, marcha pra Jesus, etc… Cada qual faça com seu próprio dinheiro. O dinheiro do povo vai para a saúde, educação, segurança, saneamento básico, transporte, e desenvolvimento",Falso
Erradicamos o equivalente a 23 mil toneladas de maconha [em 2019],Falso
Começam as manifestações pela 'educação'. Não esqueça seu baseado e o abadá da CUT. #Canalhas imundos.,Falso
"Resumo das manifestações de hoje [30 de maio de 2019]: 1% educação, 4% maconha, 5% não sabem porque estão ali, 90% Lula livre",Falso
"Resumo das manifestações de hoje: 1% educação, 4% maconha, 5% Não sabem porque estão ali, 90% Lula livre.",Falso
‘Maconhal’ é encontrado pela Polícia Civil em terreno da UnB,Falso
"Veja o resultado de uma batida policial, na casa das lideranças do ‘acampamento’ do ‘inocente’ MST, no município de Descalvado-SP",Falso
"Homem com camisa escrito ""Lula Livre"" é preso com mais de 200 kg de maconha",Falso
Maconha com imagem de Lula é da campanha do PT?,Falso
URGENTE: Adolescente Brasileira de 14 anos da cidade de Cascavel-PR pega grave infecção após fumar maconha,Verdadeiro
"[Houve] Aumento de estupros no Colorado, nos Estados Unidos, depois que legalizaram [a maconha]",Verdadeiro
"Sem diploma, dobra a população que usa maconha",Verdadeiro
"[Houve] Aumento de homicídios [no Colorado, depois da legalização]",Verdadeiro
"Consumo de cigarros e derivados causam um gasto médico de R$ 56 bilhões por ano no país [Brasil]. Em 2015, só R$ 12 bilhões foi a arrecadação [do governo com esses produtos]",Verdadeiro
Conteúdo verificado: Médica disse que Austrália controlou a pandemia com uso de ivermectina,Falso
"Conteúdo verificado: Site Covid Tem Tratamento Sim, que afirma que ?após meses observando o desenvolvimento da covid-19 em vários países, a comunidade médica internacional tem a convicção de uma estratégia de tratamento resolutiva para a covid-19?. A página, que ficou fora do ar entre 3 e 7 de julho, informava os medicamentos para o ?tratamento?.",Falso
Post usa vídeo de uma médica que explica o protocolo adotado pela Prefeitura de Porto Seguro para o tratamento de casos de covid-19. Em nenhum momento a médica “desmascara” políticos ou faz referência ao presidente Jair Bolsonaro,Falso
Cuba tem apenas duas faculdades de medicina,Falso
A médica Raissa Soares afirmou em vídeo no Instagram que a cloroquina e a ivermectina devem ser tomadas como preventivas contra a covid-19,Falso
"Por que ataques cardíacos ocorrem com mais frequência no banheiro? Isso foi escrito por um professor de medicina dos EUA na Malásia, que aconselha que as pessoas não comecem a molhar a cabeça e os cabelos ao tomar banho, porque essa é uma sequência inversa.",Falso
Medicina natural cura a covid-19,Falso
Essa médica desmarcara governadores e prefeitos inescrupulosos! O presidente sempre esteve certo com relação à cloroquina,Falso
"O ganhador do Nobel de Medicina Tasuko Honjo disse que o novo coronavírus ""não é natural"" e foi ""fabricado na China""",Falso
Nobel de Medicina Tasuku Honjo disse que o coronavírus é artificial,Falso
"O professor japonês de fisiologia ou medicina, professor Tasuku Honjo, causou uma sensação hoje na mídia dizendo que o vírus corona não é natural. se for natural, não terá afetado o mundo inteiro assim.",Falso
"Otto Warburg, prémio Nobel da Medicina em 1931, afirma num artigo que......",Falso
Donald Trump disse que 'a vacina contra a gripe é a maior fraude na história da medicina',Falso
"O segundo passo é misturar a fruta do limão com uma xícara de água quente e beber durante 1 a 3 meses. (...) De acordo com uma pesquisa da escola de medicina de Maryland, é 1000 vezes melhor que a quimioterapia..",Falso
[De 2013 a 2016] Multiplicamos por três o número de vagas [de medicina],Falso
"Raciocinem! Existem apenas duas Universidades de Medicina em Cuba. ""La Habana"": forma em média 200 médicos por ano; ""Elam - Escuela Latinoamericana de Medicina"": forma em média 100 alunos por ano.",Falso
"“O proeminente professor de medicina forense Klaus Püschel tem vasta experiência em autopsiar indivíduos que morreram com o coronavírus chinês em Hamburgo, Alemanha. (...) O professor surpreendeu a plateia ao afirmar que a histeria por causa do coronavírus é “completamente exagerada”",Falso
"As últimas notícias são de Detroit, Michigan, onde o FBI recentemente invadiu o escritório do Dr. Charles Mok, proprietário do Allure Medical Spa. Em suas instalações, ele tratava pacientes com COVID-19 com vitamina C intravenosa",Falso
Regras da alta médica para infetados com o SARS-CoV-2 sem sintomas ou......,Verdadeiro
Surgiram nas redes sociais várias publicações indicando que a médica ......,Verdadeiro
"(...) [Passamos] para mais de 300, 320 [cursos de medicina atualmente]",Verdadeiro
Vacina contra covid-19 é desnecessária,Falso
"Se este médico se recusar a fazer a receita, vá ao Ministério Público e peça a cassação imediata do CRM",Falso
Conteúdo verificado: Médico sugeriu conspiração por trás do coronavírus,Falso
Conteúdo verificado: Vídeo gravado pelo médico Ulysses José Guedes Gomes que viralizou no Facebook.,Falso
Novel de medicina afirmou que Covid-19 foi criado em laboratório chinês,Falso
"Existem três drogas que no início dos sintomas podem impedir a multiplicação viral [...] Anitta, ivermectina e a cloroquina.",Falso
"""Há 40 anos que faço pesquisas com vírus e animais. Não é natural. Foi fabricado e o vírus é completamente artificial.""",Falso
"Porque é que o Governo fica impávido face aos concursos vazios? 30% das vagas para médicos ficam vazias. São milhares de profissionais ao longo dos anos, formados pelo SNS, e que o Estado não tem meios para reter.",Verdadeiro
Esta foto mostra Lula após ser atacado com ovos,Falso
Atrase o envelhecimento fazendo (...) ácido hialurônico em casa,Falso
Vou relembrar a época do governo do PT em que chegamos a pagar 15 reais num kilo de feijão !!!,Verdadeiro
Sarampo não é perigoso,Falso
Só pego sarampo se encostar em alguém com a doença,Falso
O Brasil alcançou a meta da cobertura vacinal contra o sarampo,Falso
Todos devem tomar a vacina contra o sarampo,Falso
Mulheres pegam mais sarampo do que homens,Falso
Já tivemos 140% [de ‘índice de vacinação geral’ no Brasil],Falso
Hanseníase (...) nós [Brasil] somos o principal país em contágio,Falso
"A gente observa, já há um bom tempo, uma queda do nível de vacinação em níveis globais",Falso
O sarampo estava extinto no Brasil,Verdadeiro
A vacina contra o sarampo deve ser tomada em duas doses,Verdadeiro
Sarampo só se pega uma vez na vida,Verdadeiro
Grandes eventos aumentam o risco de surto de sarampo,Verdadeiro
A vacina é o único meio eficaz de evitar o sarampo,Verdadeiro
São Paulo já teve mais de 300 casos registrados de sarampo neste ano,Verdadeiro
Está caindo o uso do preservativo no Brasil (...),Verdadeiro
O Brasil (...) abaixou o seu índice de vacinação geral,Verdadeiro
Nós nem sabíamos mais o que era sarampo [antes de os venezuelanos chegarem],Verdadeiro
O surto de sarampo está ligado à crise venezuelana,Verdadeiro
Copa do Mundo aumenta risco de surto de sarampo no Brasil,Verdadeiro
